title,price,types,land,building,bed,bath,floor,certificate,location,secondary_location,url
Jual Rumah Murah Strategis Bu cepat,947000000,Rumah,165,165,4,1,1,SHM - Sertifikat Hak Milik,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",Wonosaru kota gunungkidul,https://www.olx.co.id/item/dijual-rumah-shm-iid-866731999
Rumah dijual asri nyaman,650000000,Rumah,963,432,6,2,1,SHM - Sertifikat Hak Milik,"Playen, Gunung Kidul Kab., Yogyakarta D.I.","Gunung kidul, Yogjakarta",https://www.olx.co.id/item/dijual-rumah-murah-dan-asri-dikota-jogja-iid-866720746
"NEW RESIDENCE BAHAGIA Jogja dekat Kota Wonosari, Rumah dalam Perumahan",449000000,Rumah,73,58,3,2,2,HGB - Hak Guna Bangun,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",dekat Kota Wonosari,https://www.olx.co.id/item/new-cluster-bahagia-residence-dekat-wonosari-kota-rsud-pku-smp-smk-iid-866689660
Manfaatkan Mudikmu dengan Survey Lokasi Perumahan Baru Yogya Wonosari,155000000,Rumah,60,34,2,1,2,HGB - Hak Guna Bangun,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",dekat Kota Wonosari,https://www.olx.co.id/item/perumahan-baru-dekat-kota-wonosari-gunung-kidul-iid-866689412
Dijual Rumah + Gudang Area Gunungkidul Semanul,4500000000,Rumah,1600,500,4,3,2,SHM - Sertifikat Hak Milik,"Semanu, Gunung Kidul Kab., Yogyakarta D.I.","Semanu, Kab. Gunungkidul",https://www.olx.co.id/item/dijual-rumah-gudang-area-gunungkidul-semanul-iid-830570341
"Rumah Jogja, Gunung Kidul, Playen, dekat calon Kampus UGM, dekat RSUD",155000000,Rumah,58,36,2,1,2,HGB - Hak Guna Bangun,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",Playen,https://www.olx.co.id/item/info-rumah-dekat-wonosari-kota-dekat-calon-kampus-ugm-iid-866399030
Apartemen Mataram City Yudhistira Lt. Atas View Merapi Investasi,770000127,Rumah,370,170,4,1,1,SHM - Sertifikat Hak Milik,"Paliyan, Gunung Kidul Kab., Yogyakarta D.I.",Trowono Paliyan Gunungkidul,https://www.olx.co.id/item/bu-rumah-besar-di-jual-murah-iid-866155800
"Perumahan dekat SMA SMK Wonosari, SMP Playen, Polres Gunung Kidul",499000000,Rumah,71,60,3,2,2,HGB - Hak Guna Bangun,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",dekat Kota Wonosari,https://www.olx.co.id/item/dekat-kota-wonosari-rumah-2-lantai-dalam-perum-playen-gunung-kidul-iid-866042434
TERMURAH DI JOGJA! RUMAH CANTIK MINIMALIS DEKAT KOTA,227000000,Rumah,69,41,2,1,1,SHM - Sertifikat Hak Milik,"Playen, Gunung Kidul Kab., Yogyakarta D.I.","Logandeng, Playen",https://www.olx.co.id/item/rumah-cantik-harga-promo-termurah-dekat-hotel-santika-wonosari-iid-866005237
"RUMAH PESAN BANGUN 2 LANTAI DEKAT JALAN MANTHOUS, PLAYEN, WONOSARI",499000000,Rumah,73,59,3,2,2,HGB - Hak Guna Bangun,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",dekat Wonosari Kota,https://www.olx.co.id/item/rumah-2-lantai-perumahan-playen-baru-dekat-jalan-manthous-wonosari-iid-865953840
Perumahan Baru dekat Kota Wonosari Gunung Kidul,155000000,Rumah,60,35,2,1,2,HGB - Hak Guna Bangun,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",playen,https://www.olx.co.id/item/bahagia-residence-perumahan-baru-playen-2-lantai-dekat-kota-wonosari-iid-865953567
Jual Hunian Minimalis Di Gunung Kidul 200jtan Siap KPR!!!,226000087,Rumah,90,50,2,1,1,SHM - Sertifikat Hak Milik,"Playen, Gunung Kidul Kab., Yogyakarta D.I.","Logandeng, Playen, Gunung Kidul",https://www.olx.co.id/item/jual-rumah-minimalis-modern-hanya-200jtan-di-gunung-kidul-siap-kpr-iid-865950166
Ramadhan Sale ! RUMAH MURAH DI WONOSARI HANYA 200JTAN,225999999,Rumah,74,54,2,1,1,SHM - Sertifikat Hak Milik,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",Sinoyo Logamdeng Playen Gunung Kidul,https://www.olx.co.id/item/rumah-di-jual-ddekat-pku-muhammadiyah-wonosari-iid-858733061
Rumah siap huni di krangmojo,300000000,Rumah,71,50,2,1,1,SHM - Sertifikat Hak Milik,"Karangmojo, Gunung Kidul Kab., Yogyakarta D.I.",Wonosari Gunung Kidul,https://www.olx.co.id/item/rumah-cantik-murah-dalam-perum-di-wonosari-dekat-kota-iid-840715370
"Investasi Rumah di Gunung Kidul, dekat RSUD Wonosari, PKU, Waterboom",499000000,Rumah,72,60,3,2,2,HGB - Hak Guna Bangun,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",dekat Wonosari Kota,https://www.olx.co.id/item/investasi-menarik-dekat-pusat-oleh-oleh-wonosari-gunung-kidul-rumah-iid-865491565
rumah murah DP 0 % di kota Wonosari,255000000,Rumah,105,50,2,1,1,SHM - Sertifikat Hak Milik,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",Playen Gunungkidul Wonosari,https://www.olx.co.id/item/rumah-baru-murah-perum-logandeng-asri-kota-wonosari-jl-manthous-playen-iid-865136454
"Dekat Kota Wonosari Rumah 2 Lantai dalam Perum Playen, Gunung Kidul",499000000,Rumah,120,60,3,2,2,HGB - Hak Guna Bangun,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",dekat wonosari kota,https://www.olx.co.id/item/rumah-tinggal-dalam-perumahan-eksklusif-one-gate-system-playen-gk-iid-865098165
Perumahan Baru dekat Kota Wonosari Gunung Kidul,155000000,Rumah,58,36,2,1,2,Playen,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",Playen,https://www.olx.co.id/item/rumah-dalam-perumahan-baru-gunung-kidul-dekat-wonosari-kota-playen-iid-865002129
RUMAH PALING MURAH DI KARANGMOJO,160000000,Rumah,77,36,2,1,1,SHM - Sertifikat Hak Milik,"Karangmojo, Gunung Kidul Kab., Yogyakarta D.I.",Bendungan Karangmojo Gunungkidul  Yogyakarta,https://www.olx.co.id/item/puri-bendungan-asri-karangmojo-gunungkidul-yogyakarta-iid-864803019
"Investasi Rumah di Gunung Kidul, dekat RSUD Wonosari, PKU, Waterboom",499000000,Rumah,72,60,3,2,1,HGB - Hak Guna Bangun,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",Playen,https://www.olx.co.id/item/cluster-baru-dekat-jl-manthous-pasar-playen-bkm-waterboom-2-lantai-iid-864740627
dijual tanah bonus rumah,1600000000,Rumah,1050,400,5,2,1,SHM - Sertifikat Hak Milik,"Semanu, Gunung Kidul Kab., Yogyakarta D.I.",Semanu Gunung Kidul,https://www.olx.co.id/item/rumah-dengan-tnh-luas-1050m-jalan-semanu-wonosari-iid-857582414
"Jual Rumah Minimalis Modern Hanya 200jtan Di Gunung Kidul, Siap KPR!!!",226000077,Rumah,90,50,2,1,1,SHM - Sertifikat Hak Milik,"Playen, Gunung Kidul Kab., Yogyakarta D.I.","Logandeng, Playen, Gunung Kidul",https://www.olx.co.id/item/jual-rumah-minimalis-modern-di-gunung-kidul-hanya-226jt-siap-kpr-iid-864664576
Ramadhan Sale ! RUMAH MURAH DI WONOSARI HANYA 200JTAN,225999999,Rumah,60,36,2,1,1,SHM - Sertifikat Hak Milik,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",gunung kidul,https://www.olx.co.id/item/rumah-murah-dp-0-di-dekat-alun-alun-gunung-kidul-harga-200jtan-iid-864564915
Rumah siap huni,250000000,Rumah,80,40,2,1,1,Yogyakarta barat,"Semanu, Gunung Kidul Kab., Yogyakarta D.I.",Yogyakarta barat,https://www.olx.co.id/item/beli-rumah-dapat-emas-untuk-istri-iid-864418330
"Rumah 2 Lantai Perumahan Playen Baru, dekat Jalan Manthous, Wonosari",499000000,Rumah,72,60,3,2,2,HGB - Hak Guna Bangun,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",Playen,https://www.olx.co.id/item/dalam-perumahan-dekat-smp-playen-jl-manthous-gunung-kidul-wonosari-iid-864181281
RUMAH CANTIK HARGA MURAH DEKAT TAHURA BUNDER JOGJA,269999000,Rumah,92,50,2,1,1,SHM - Sertifikat Hak Milik,"Playen, Gunung Kidul Kab., Yogyakarta D.I.","Playen, Gunung Kidul",https://www.olx.co.id/item/termurah-di-jogja-rumah-cantik-minimalis-dekat-kota-iid-863947285
"beli rumah dapat emas, untuk istri",255000000,Rumah,352,80,3,1,1,SHM - Sertifikat Hak Milik,"Semanu, Gunung Kidul Kab., Yogyakarta D.I.","Nitikan barat, semanu, gunung kidul, jogyakarta",https://www.olx.co.id/item/rumah-siap-huni-iid-863433130
RUMAH TERMURAH DI WONOSARI DP 0%,136000000,Rumah,60,36,2,1,1,SHM - Sertifikat Hak Milik,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",Playen,https://www.olx.co.id/item/rumah-paling-murah-136-jt-di-playen-dp-0-iid-863258605
TERMURAH DI JOGJA! RUMAH CANTIK MINIMALIS DEKAT KOTA,227000000,Rumah,72,36,2,1,1,SHM - Sertifikat Hak Milik,"Playen, Gunung Kidul Kab., Yogyakarta D.I.","Jalan Siyono-Siraman, Siyono Kidul, Logandeng, Playen, Gunungkidul, Yogyakarta",https://www.olx.co.id/item/rumah-minimalis-murah-dengan-fasilitas-lengkap-di-wonosari-iid-863222142
Dijual rumah murah dan asri dikota jogja,750000000,Rumah,800,250,4,2,1,SHM - Sertifikat Hak Milik,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",Bogor 2 playen GK,https://www.olx.co.id/item/rumah-dijual-asri-nyaman-iid-863158450
Hunian Nyaman dekat Bunderan Siyono hanya 200jtan ? Ada dong,226000304,Rumah,90,50,2,1,1,SHM - Sertifikat Hak Milik,"Playen, Gunung Kidul Kab., Yogyakarta D.I.","Logandeng, Playen, Gunung Kidul",https://www.olx.co.id/item/jual-hunian-minimalis-di-gunung-kidul-hanya-200jtan-legalitas-shm-iid-862997742
OPSI Rumah Singgah / Investasi di Gunung Kidul dekat Kota Wonosari,499000000,Rumah,72,60,3,2,2,HGB - Hak Guna Bangun,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",dekat Kota Wonosari,https://www.olx.co.id/item/investasi-rumah-di-gunung-kidul-dekat-rsud-wonosari-pku-waterboom-iid-862895267
RUMAH MINIMALIS DEKAT TAHURA BUNDER JOGJA,269999001,Rumah,84,45,2,1,1,SHM - Sertifikat Hak Milik,"Playen, Gunung Kidul Kab., Yogyakarta D.I.","Playen, Gunung Kidul",https://www.olx.co.id/item/rumah-cantik-harga-murah-dekat-tahura-bunder-jogja-iid-862799866
Rumh dan kolam ikan,1300000000,Rumah,841,841,8,4,2,SHM - Sertifikat Hak Milik,"Karangmojo, Gunung Kidul Kab., Yogyakarta D.I.","Branjang 01/10,Ngawis,Karangmojo.Gunungkidul",https://www.olx.co.id/item/rumah-hunian-tembok-kokoh-istimewa-iid-855619888
rumah murah DP 0 % di kota Wonosari,255000000,Rumah,72,36,2,1,1,SHM - Sertifikat Hak Milik,"Playen, Gunung Kidul Kab., Yogyakarta D.I.","Perumahan Logandeng permai, blok B26, siyono kidul,playen, Wonosari Gunungkidul, Yogyakarta",https://www.olx.co.id/item/di-jual-rumah-type-36-iid-862671514
"rumah murah luas , di tamantirto kasihan",389000000,Rumah,93,45,2,1,1,SHM - Sertifikat Hak Milik,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",tamantirto kasihan bantul,https://www.olx.co.id/item/cluster-cantik-nyaman-harga-murah-selatan-kampus-umy-bantul-iid-862407222
Rumah + tempat usaha di Jogja,2000000000,Rumah,614,250,4,2,2,SHM - Sertifikat Hak Milik,"Playen, Gunung Kidul Kab., Yogyakarta D.I.","Playen, Gunungkidul, Jogjakarta",https://www.olx.co.id/item/rumah-tempat-usaha-di-jogja-iid-843166970
RUMAH CANTIK MURAH TANPA UANG MUKA DP 0% DI PLAYEN,270000000,Rumah,84,45,2,1,1,SHM - Sertifikat Hak Milik,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",Playen,https://www.olx.co.id/item/rumah-cantik-tanpa-uang-muka-di-playen-iid-862380297
RUMAH MURAH DI GUNUNG KIDUL BISA CUSTOM SENDIRI..,274999999,Rumah,80,50,2,1,1,SHM - Sertifikat Hak Milik,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",Gunungkidul,https://www.olx.co.id/item/rumah-modern-minimalis-di-pusat-obyek-wisata-yogyakarta-gunungkidul-iid-838000922
Jual Hunian Minimalis Di Gunung Kidul Hanya 200jtan Legalitas SHM,226000085,Rumah,90,50,2,1,1,SHM - Sertifikat Hak Milik,"Playen, Gunung Kidul Kab., Yogyakarta D.I.","Logandeng, Playen, Gunung Kidul",https://www.olx.co.id/item/jual-hunian-minimalis-di-gunung-kidul-200jtan-siap-kpr-iid-862068559
kavling murah dekat lapangan kasihan bantul,380000000,Rumah,72,36,2,1,1,SHM - Sertifikat Hak Milik,"Semanu, Gunung Kidul Kab., Yogyakarta D.I.",tamantirto kasihan bantul,https://www.olx.co.id/item/kavling-murah-dekat-lapangan-kasihan-bantul-iid-861980389
"Beli Tanah dapat Rumah di Ngipak, Karangmojo",500000000,Rumah,90,54,2,1,1,SHM - Sertifikat Hak Milik,"Karangmojo, Gunung Kidul Kab., Yogyakarta D.I.",Karang Mojo Gunungkidul Yogyakarta,https://www.olx.co.id/item/kode-rsh806-rumah-siap-huni-di-karang-mojo-gunungkidul-yogyakarta-iid-861975686
Rumah hunian tembok kokoh istimewa,1300000000,Rumah,2000,200,3,2,1,SHM - Sertifikat Hak Milik,"Karangmojo, Gunung Kidul Kab., Yogyakarta D.I.",Munggur ngipak karangmojo,https://www.olx.co.id/item/rumh-dan-kolam-ikan-iid-861964993
"NEW RESIDENCE BAHAGIA Jogja dekat Kota Wonosari, Rumah dalam Perumahan",449000000,Rumah,73,60,3,2,2,SHM - Sertifikat Hak Milik,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",Wonosari gunung kidul Yogyakarta,https://www.olx.co.id/item/dijual-rumah-mewah-2-lantai-harga-1-lantai-di-wonosari-yogyakarta-iid-860686770
"NEW RESIDENCE BAHAGIA Jogja dekat Kota Wonosari, Rumah dalam Perumahan",449000000,Rumah,72,60,3,2,2,HGB - Hak Guna Bangun,"Playen, Gunung Kidul Kab., Yogyakarta D.I.","PLAYEN, GUNUG KIDUL, YOGYAKARTA",https://www.olx.co.id/item/perumahan-dekat-rsud-wonosari-jogja-2-lantai-iid-861889516
RUMAH PALING MURAH DI PLAYEN DP 0%,270000000,Rumah,78,45,2,1,1,SHM - Sertifikat Hak Milik,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",gunung kidul,https://www.olx.co.id/item/rumah-murah-tipe-besar-di-gunung-kidul-dekat-rest-area-dp-0-iid-861866107
RUMAH PALING MURAH 136 JT DI PLAYEN DP 0%,136000000,Rumah,60,36,2,1,1,SHM - Sertifikat Hak Milik,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",Playen,https://www.olx.co.id/item/rumah-termurah-di-wonosari-dp-0-iid-861850796
Puri Bendungan Asri Karangmojo Gunungkidul Yogyakarta,145000000,Rumah,86,36,2,1,1,SHM - Sertifikat Hak Milik,"Karangmojo, Gunung Kidul Kab., Yogyakarta D.I.",Karangmojo,https://www.olx.co.id/item/rumah-paling-murah-di-karangmojo-iid-861849895
Apartemen Mataram City Yudhistira Lt. Tinggi View Merapi Investasi,770000975,Rumah,293,155,5,2,2,SHM - Sertifikat Hak Milik,"Semanu, Gunung Kidul Kab., Yogyakarta D.I.","Kec. Semanu, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta",https://www.olx.co.id/item/di-jual-rumah-kondisi-siap-pakai-iid-861779360
"New Cluster Bahagia Residence dekat Wonosari Kota, RSUD, PKU, SMP, SMK",499000000,Rumah,72,60,3,2,2,HGB - Hak Guna Bangun,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",YOGYA,https://www.olx.co.id/item/new-residence-bahagia-jogja-dekat-kota-wonosari-rumah-dalam-perumahan-iid-861679822
"Rumah 2 Lantai Jogja, Gunung Kidul, Playen dekat RS PKU,SMP, Waterboom",499000000,Rumah,71,60,3,2,2,HGB - Hak Guna Bangun,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",Jogjakarta,https://www.olx.co.id/item/rumah-yang-cocok-untuk-keluarga-milenial-2-lantai-dekat-smp-playen-iid-861630282
"Rumah dalam Perumahan Baru Gunung Kidul, dekat Wonosari Kota, Playen",155000000,Rumah,60,36,2,1,2,HGB - Hak Guna Bangun,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",Yogyakarta,https://www.olx.co.id/item/manfaatkan-mudikmu-dengan-survey-lokasi-perumahan-baru-yogya-wonosari-iid-861630081
Rumah Minimalis Siap Huni Dekat Hotel Santika,360000000,Rumah,1473,400,2,1,1,SHM - Sertifikat Hak Milik,"Playen, Gunung Kidul Kab., Yogyakarta D.I.","Dengok III RT009 RW003, Dengok, Playen, Gunungkidul",https://www.olx.co.id/item/jual-rumah-murah-pinngir-jalan-bu-cepet-iid-861360545
Jual Rumah Murah Pinngir jalan BU cepet,408000000,Rumah,72,32,2,1,1,SHM - Sertifikat Hak Milik,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",tamantirto kasihan bantul,https://www.olx.co.id/item/rumah-murah-luas-di-tamantirto-kasihan-iid-861337466
RUMAH CANTIK HARGA MURAH DEKAT TAHURA BUNDER JOGJA,269999000,Rumah,84,45,2,1,1,SHM - Sertifikat Hak Milik,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",Playen,https://www.olx.co.id/item/rumah-cantik-murah-di-tahura-bunder-iid-861327103
"Rumah 2 Lantai Jogja, Gunung Kidul, Playen dekat RS PKU,SMP, Waterboom",499000000,Rumah,73,59,3,2,2,HGB - Hak Guna Bangun,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",Yogya,https://www.olx.co.id/item/jual-rumah-dalam-perumahan-jogja-gunung-kidul-dekat-calon-kampus-ugm-iid-861168076
"Rumah Jogja, Gunung Kidul, Playen, dekat calon Kampus UGM, dekat RSUD",155000000,Rumah,60,36,2,1,2,HGB - Hak Guna Bangun,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",Yogya,https://www.olx.co.id/item/rumah-dijual-jogja-gunung-kidul-dekat-rsud-wonosari-smp-playen-iid-861167883
Villa Kayu Meranti Knockdown Dengan Berbagai Desain Menarik,134400000,Rumah,100,48,1,1,1,SHM - Sertifikat Hak Milik,"Karangmojo, Gunung Kidul Kab., Yogyakarta D.I.","Cisarua,Bogor",https://www.olx.co.id/item/villa-kayu-meranti-knockdown-dengan-berbagai-desain-menarik-iid-861128067
Ramadhan Sale ! RUMAH MURAH DI WONOSARI HANYA 200JTAN,225999999,Rumah,91,50,2,1,1,SHM - Sertifikat Hak Milik,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",Jl.playen wonosari,https://www.olx.co.id/item/terbaru-rumah-murah-di-wonosari-hanya-200jtan-iid-861091038
"Investasi Rumah di Gunung Kidul, dekat RSUD Wonosari, PKU, Waterboom",499000000,Rumah,73,60,3,2,2,HGB - Hak Guna Bangun,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",Yogyakarta,https://www.olx.co.id/item/rumah-2-lantai-jogja-gunung-kidul-playen-dekat-rs-pkusmp-waterboom-iid-861010057
"Rumah dijual Jogja Gunung Kidul dekat RSUD Wonosari, SMP Playen",155000000,Rumah,60,36,2,1,2,HGB - Hak Guna Bangun,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",Yogyakarta,https://www.olx.co.id/item/rumah-jogja-gunung-kidul-playen-dekat-calon-kampus-ugm-dekat-rsud-iid-861009772
Manfaatkan Mudikmu dengan Survey Lokasi Perumahan Baru Yogya Wonosari,155000000,Rumah,60,36,2,1,2,SHM - Sertifikat Hak Milik,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",Wonosari Yogyakarta,https://www.olx.co.id/item/rumah-2-lantai-bonus-motor-tanpa-diundi-cuma-seharga-rumah-subsidi-iid-860685106
Apartemen Mataram City Yudhistira Lt. Atas View Kota Bs Dicicil,770000189,Rumah,285,285,4,2,2,SHM - Sertifikat Hak Milik,"Karangmojo, Gunung Kidul Kab., Yogyakarta D.I.",Jawa timur jombang desa karangmojo,https://www.olx.co.id/item/jual-rumah-jawa-timur-status-kontrak-bank-bri-iid-860667740
RUMAH CANTIK DIJUAL DP 0% DI PLAYEN,270000000,Rumah,84,45,2,1,1,SHM - Sertifikat Hak Milik,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",Playen,https://www.olx.co.id/item/rumah-cantik-di-wonosari-dp-0-iid-860637068
RUMAH MURAH DP 0% DI DEKAT ALUN ALUN GUNUNG KIDUL HARGA 200JTAN,209999999,Rumah,90,50,2,1,1,SHM - Sertifikat Hak Milik,"Playen, Gunung Kidul Kab., Yogyakarta D.I.","Jogandeng, Playen",https://www.olx.co.id/item/hunian-nyaman-dekat-bunderan-siyono-hanya-200jtan-ada-dong-iid-860576233
Perumahan Baru dekat Kota Wonosari Gunung Kidul,155000000,Rumah,60,36,2,1,2,HGB - Hak Guna Bangun,"Playen, Gunung Kidul Kab., Yogyakarta D.I.","Playen, Wonosari, Yogyakarta",https://www.olx.co.id/item/ramadhan-sale-2-lantai-dalam-perumahan-dekat-rs-pku-rsud-wonosari-iid-860527595
RUMAH MURAH TIPE BESAR DI GUNUNG KIDUL DEKAT REST AREA DP 0%,270000000,Rumah,92,45,2,1,1,SHM - Sertifikat Hak Milik,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",Jl.playen gunung kidul,https://www.olx.co.id/item/rumah-murah-di-gunung-kidul-bisa-custom-sendiri-iid-860517534
Perumahan Griya Logandeng Playen,200000000,Rumah,72,36,2,1,1,SHM - Sertifikat Hak Milik,"Playen, Gunung Kidul Kab., Yogyakarta D.I.","Jl. Siyono-Siraman, Siyono Kidul, Logandeng, Playen, Ginungkidul,D.I. Yogyakarta.",https://www.olx.co.id/item/rumah-kekinian-di-tengah-kota-gunungkidul-iid-860494421
TERMURAH DI JOGJA! RUMAH CANTIK MINIMALIS DEKAT KOTA,227000000,Rumah,58,36,2,1,1,SHM - Sertifikat Hak Milik,"Playen, Gunung Kidul Kab., Yogyakarta D.I.","Sayangan, Bandung,. playen, GK",https://www.olx.co.id/item/rumah-minimalis-dijual-murah-iid-860448653
Manfaatkan Mudikmu dengan Survey Lokasi Perumahan Baru Yogya Wonosari,155000000,Rumah,64,34,2,1,5,HGB - Hak Guna Bangun,"Playen, Gunung Kidul Kab., Yogyakarta D.I.","Wonosari, Yogyakarta",https://www.olx.co.id/item/gratis-honda-beat-tanpa-diundi-beli-rumah-2-lantai-di-playen-wonosari-iid-860346823
TERBARU RUMAH MURAH DI WONOSARI HANYA 200JTAN,225999999,Rumah,91,50,2,1,1,SHM - Sertifikat Hak Milik,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",Jl. Playen gunung kidul yogyakarta,https://www.olx.co.id/item/ramadhan-sale-rumah-murah-di-wonosari-hanya-200jtan-iid-860108996
Rumah Baru Murah Perum Logandeng Asri Kota Wonosari Jl Manthous Playen,300000000,Rumah,84,45,2,1,1,SHM - Sertifikat Hak Milik,"Playen, Gunung Kidul Kab., Yogyakarta D.I.",Playen,https://www.olx.co.id/item/survey-langsung-dapat-voucher-indomaret-1jt-tanpa-diundi-iid-860043114
Promo rumah milenial DP 0% JOGJA semanu gunung kidul,195000000,Rumah,60,36,2,1,1,SHM - Sertifikat Hak Milik,"Semanu, Gunung Kidul Kab., Yogyakarta D.I.","Perumahan Puri Semanu Residence blok b2 no 1  Jl.Semanu-pacarejo ,Ngringin,Semanu,Semanu,Gunungkidul,DIY",https://www.olx.co.id/item/promo-rumah-milenial-dp-0-jogja-semanu-gunung-kidul-iid-830577172
Rumah Baru dkt lap Jejeran barat Pos Pleret jl Imogiri Timur,390000000,Rumah,60,85,3,1,2,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I.",Perum Griya Taman Sari I Gg Seroja J5 Rt 10 Srimartani Piyungan Bantul,https://www.olx.co.id/item/dijual-rumah-baru-siap-huni-atas-nama-sendiri-tanpa-perantara-iid-860262220
Rumah Minimalis Grand Intan Regency Strategis 3 Menit dr Giwangan,499000000,Rumah,84,58,2,1,1,SHM - Sertifikat Hak Milik,"Pleret, Bantul Kab., Yogyakarta D.I.",Perumahan Grand Intan Regency Dua Jalan Imogiri Timur Km 9 Pleret Bantul,https://www.olx.co.id/item/jual-rumah-di-perumahan-grand-intan-regency-dua-iid-852870778
Dijual Rumah Minimalis Siap Huni di Dekat Kids Fun Jogja,420000000,Rumah,84,50,2,1,1,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I.","Sitimulyo Piyungan, Bantul",https://www.olx.co.id/item/siap-huni-dekat-kids-fun-dan-kota-jogja-iid-867321385
"Free Pajak, Jual Rumah Konsep Mezzanine di Prambanan Siap KPR",361000000,Rumah,70,45,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I.","Klaten, Sidomuku, Randusari, Prambanan, Klaten Regency, Central Java 57454",https://www.olx.co.id/item/promo-juli-beli-rumah-baru-cantik-ektra-diskon-10-juta-free-pajak-iid-867317281
HARGA HEMAT! BELI RUMAH DI PRAMBANAN KLATEN MULAI 150JT-an,152000086,Rumah,62,21,1,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I.","Dk Sidodadi, Randusari, Kec. Prambanan, Kabupaten Klaten, Jawa Tengah 57454",https://www.olx.co.id/item/promo-kilat-bikin-hemat-rumah-modern-cuma-150-jt-an-saja-iid-867316711
Rumah Wah Harga Murah dekat Jalan Wonosari Km 9,420000000,Rumah,72,40,2,1,1,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I.","Jl. Klenggotan, Menguten, Srimulyo, Kec. Piyungan, Bantul, Daerah Istimewa Yogyakarta 55792",https://www.olx.co.id/item/promo-murah-rumah-mopdern-minialis-dekat-jalan-wonosari-iid-867307295
HUNIAN TERLARIS DI PRAMBANAN KONSEP HERITAGE READY KPR,260006390,Rumah,87,45,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I.","Prambanan, Klaten Siap KPR",https://www.olx.co.id/item/rumah-konsep-klasik-minimalis-di-prambanan-ya-di-prambanan-heritage-iid-867303649
Rumah Murah Baru Siap Huni di Klaten,310020000,Rumah,120,45,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I.","Dawung, Sawit, Gantiwarno, Klaten, Jawa Tengah",https://www.olx.co.id/item/jual-2-unit-rumah-baru-siap-huni-di-gantiwarno-klaten-iid-867299230
"Rumah Baru Siap Huni, 2 Unit Saja! Area Prambanan",510000500,Rumah,122,75,3,2,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I.","Dusun 3, Taskombang, Manisrenggo, Klaten, Jawa Tengah",https://www.olx.co.id/item/rumah-siap-huni-2-unit-harga-murah-area-prambanan-iid-867298797
"Hunian Cantik Minimalis di Joho Prambanan, Hook Harga 250 Juta",250000000,Rumah,110,36,2,1,1,SHM - Sertifikat Hak Milik,"Prambanan, Sleman Kab., Yogyakarta D.I.",Joho Prambanan,https://www.olx.co.id/item/terlaris-dan-termurah-unit-minimalis-modern-250-juta-berlokasi-strateg-iid-867295923
