title,price,types,land,building,bed,bath,floor,certificate,location,secondary_location,url
DIJUAL RUMAH DI LOKASI STRATEGIS,Rp 1.400.000.000,Rumah,176,83,3,2,1,SHM - Sertifikat Hak Milik,"Tegalrejo, Yogyakarta Kota, Yogyakarta D.I.","Jl Manunggal, Bener, Tegalrejo Yogyakarta. Seberang SMA Negeri 2 Yogyakarta.(anton 081225257500)",https://www.olx.co.id/item/rumah-jogja-bener-tegalrejo-selatan-sma-negeri-2-yogyakarta-shm-imb-iid-851989035
Jual rumah baru di dekat Malioboro Tamansiswa Umbulharjo Yogya,Rp 1.150.000.000,Rumah,189,220,5,3,,SHM - Sertifikat Hak Milik,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I.",Umbulharjo,https://www.olx.co.id/item/rumah-murah-lingkungan-kodya-umbulharjo-tamansiswa-dekat-malioboro-iid-859835132
Rumah sederhana dalam ringroad dekat UPY sonosewu nitiprayan UMY,Rp 300.000.000,Rumah,46,46,2,1,1,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I.","Dukuh Gedongkiwo Mantrijeron Kota Yogyakarta, Gang Gejuron Jalan Bantul km 1",https://www.olx.co.id/item/rumah-minimalis-tengah-kota-yogyakarta-dalam-ringroad-depan-superindo-iid-864290651
Rumah Mezzanine Lokasi Strategis Type 65,Rp 375.000.000,Rumah,60,65,2,1,2,HGB - Hak Guna Bangun,"Depok, Sleman Kab., Yogyakarta D.I.",Babarsari,https://www.olx.co.id/item/cluster-mezzanine-kandara-iid-867189211
rumah mewah di kotagede jogja free pcx 2022,Rp 980.090.000,Rumah,100,70,3,2,2,SHM - Sertifikat Hak Milik,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I.","Jl. Tegal Gendu, Kota Yogyakarta, Daerah Istimewa Yogyakarta",https://www.olx.co.id/item/rumah-mewah-include-private-pool-lokasi-dalam-kota-yogyakarta-iid-864091040
Rumah siap huni dlm perumahan di kadisoka purwomartani,Rp 735.000.000,Rumah,115,60,2,1,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",Perum kadisoka,https://www.olx.co.id/item/rumah-murah-di-perumahan-kadisoka-purwomartani-iid-866803041
Jual rumah baru di dekat Malioboro Tamansiswa Umbulharjo Yogya,Rp 1.150.000.000,Rumah,189,220,5,3,,SHM - Sertifikat Hak Milik,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I.",Umbulharjo,https://www.olx.co.id/item/rumah-murah-lingkungan-kodya-umbulharjo-tamansiswa-dekat-malioboro-iid-859835132
Rumah istimewa dalam perumahan sidikan umbulharjo dkt pusat kota,Rp 1.850.000.000,Rumah,218,220,6,3,,SHM - Sertifikat Hak Milik,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I.",Umbulharjo,https://www.olx.co.id/item/rumah-salam-perumahan-sidikan-umbulharjo-strategis-dekat-pusat-kota-iid-859836940
JUAL MURAH RUMAH KOLAM RENANG AREA BACIRO TIMOHO KODYA YOGYA,Rp 4.750.000.000,Rumah,340,200,4,4,2,SHM - Sertifikat Hak Milik,"Gondokusuman, Yogyakarta Kota, Yogyakarta D.I.",Area Timoho Baciro Kodya Yogyakarta,https://www.olx.co.id/item/jual-murah-rumah-mewah-pool-area-timoho-baciro-kodya-yogya-iid-867260819
Rumah baru utara jogja bay di malangrejo maguwoharjo,Rp 1.700.000.000,Rumah,199,300,5,5,,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",Maguwoharjo,https://www.olx.co.id/item/rumah-baru-sangat-dekat-dengan-stadion-maguwoharjo-lingkungan-nyaman-iid-859857941
Rumah Istimewa dlm Ringroad Pogung dkt UGM,Rp 5.800.000.000,Rumah,586,400,&gt;10,8,,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",Monjali,https://www.olx.co.id/item/rumah-pribadi-dan-kost-lingkungan-kampus-ugm-monjali-dlm-ringroad-iid-859858060
Rumah Idaman Dekat Bandara Jogja,Rp 500.000.000,Rumah,78,45,2,1,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.","Depok ,sleman.maguwoharjo",https://www.olx.co.id/item/rumah-tingal-1-lantai-iid-864604597
"Utara Terminal Jombor,  Dijual Rumah Jogja Mewah Bonus Furniture",Rp 1.100.000.000,Rumah,125,85,2,2,0,SHM - Sertifikat Hak Milik,"Tegalrejo, Yogyakarta Kota, Yogyakarta D.I.",Jl Jongke Sinduadi Mlati Sleman Yogyakarta,https://www.olx.co.id/item/kavling-di-jongke-dekat-kantor-bkn-jl-magelang-km-7-iid-867260752
"Rumah Cantik Jl Kaliurang km 10, Siap Huni Dalam Perumahan",Rp 890.000.000,Rumah,125,85,3,2,1,SHM - Sertifikat Hak Milik,"Danurejan, Yogyakarta Kota, Yogyakarta D.I.",Turen sardonoharjo ngaglik yogya,https://www.olx.co.id/item/rumah-siap-huni-sardonoharjo-iid-867260688
Rumah Cantik Nyaman dalam Perumahan di Maguwoharjo,Rp 985.000.000,Rumah,140,65,3,2,,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",Sanata dharma,https://www.olx.co.id/item/rumah-cantik-dalam-perumahan-maguwoharjo-dekat-kampus-sanata-dharma-iid-860012613
Rumah Baru Desain Tropis Minimalis di Jalan Tajem Maguwoharjo,Rp 1.200.000.000,Rumah,100,150,3,3,,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",Maguwoharjo,https://www.olx.co.id/item/rumah-baru-ada-3-rumah-dalam-clustwr-canrik-tajem-maguwoharjo-iid-860012701
Rumah Mewah Klasik Dalam Perumahan Utara RS. Condongcatur Depok Sleman,Rp 2.000.000.000,Rumah,358,192,4,2,,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",Condongcatur,https://www.olx.co.id/item/rumah-sangat-nyaman-dalam-perumahan-utara-rs-condongcatur-iid-860012831
Rumah 2 lantai istimewa lingkungan strategis dlm perumahan maguwoharjo,Rp 1.875.000.000,Rumah,140,200,4,3,,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",Maguwoharjo,https://www.olx.co.id/item/rumah-2-lantai-dalam-perumahan-maguwoharjo-sangat-strategis-iid-860012766
Rumah sangat nyaman dan strategis kadusoka purwomartani,Rp 850.000.000,Rumah,162,150,4,2,,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",Purwomartani,https://www.olx.co.id/item/rumah-cantik-sangat-nyaman-kadisoka-purwomartani-dekat-fasum-iid-860012974
Rumah Commercial Strategis Cocok Untuk Usaha Pinggir Jalan di Ngabean,Rp 2.600.000.000,Rumah,288,200,8,8,1,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I.",Mantrijeron kota,https://www.olx.co.id/item/rumah-strategis-dalam-kota-cocok-untuk-rumah-tinggalhomestay-iid-867260431
"Kost Dekat Jogokaryan, Kraton",Rp 3.850.000.000,Rumah,394,502,10,2,2,SHM - Sertifikat Hak Milik,"Gondokusuman, Yogyakarta Kota, Yogyakarta D.I.","Mantrijeron, Kota Jogja, Jogja (Tlp/WA -082137523862 -087739020909)",https://www.olx.co.id/item/kost-dekat-kratonjogokaryan-iid-867260301
"rumah murah di Condongcatur dekat Hartono mall,Polda diy,Anggajaya",Rp 875.000.000,Rumah,137,100,3,2,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",Jl Anggajaya CondongCatur Sleman Yogyakarta,https://www.olx.co.id/item/rumah-mewah-dalam-perumahan-di-condongcatur-utara-hartono-mall-iid-867260068
DIJUAL RUMAH BARU SIAP HUNI UTARA JOGYABAY,Rp 695.000.000,Rumah,115,88,3,2,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",Sambirejo. Karanganyar. Wedomartani. Kec Ngemplak. Kab Sleman,https://www.olx.co.id/item/dijual-rumah-baru-siap-huni-utara-jogyabay-iid-866760563
Kost Furnished Maguwo Dekat UPN,Rp 3.600.000.000,Rumah,689,305,6,7,2,SHM - Sertifikat Hak Milik,"Gondokusuman, Yogyakarta Kota, Yogyakarta D.I.","Depok, Sleman, Yogyakarta (Tlp/WA -082137523862 -087739020909)",https://www.olx.co.id/item/kost-maguwo-dekat-upn-amikom-iid-867259954
"Kost Kos Eksklusif Perumnas Seturan dekat UPN,UII,YKPN,UGM, Babarsari",Rp 6.400.000.000,Rumah,450,463,&gt;10,&gt;10,2,SHM - Sertifikat Hak Milik,"Gondokusuman, Yogyakarta Kota, Yogyakarta D.I.","Depok, Sleman, Jogja (Tlp/WA-087739020909)",https://www.olx.co.id/item/rumah-kost-dekat-ugm-upn-iid-867259800
Nuansa Homestay Rumah Kodya Umbulharjo Pandeyan Golo Dekat Gambiran,Rp 1.500.000.000,Rumah,101,110,3,2,2,SHM - Sertifikat Hak Milik,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I.","JL. Golo, Umbulharjo, Kota Yogyakarta",https://www.olx.co.id/item/homestay-exclusive-tengah-kota-pandeyan-dekat-kusumanegara-tamansiswa-iid-867259710
"Homestay Jogja Dekat UGM, UTY",Rp 6.000.000.000,Rumah,899,455,&gt;10,&gt;10,3,SHM - Sertifikat Hak Milik,"Gondokusuman, Yogyakarta Kota, Yogyakarta D.I.","Mlati, Sleman, Jogja (Tlp/WA -082137523862 -087739020909)",https://www.olx.co.id/item/homestay-jogja-dekat-jcm-uty-iid-867259660
"Bisa Cicil 36x, Apartemen Jogja Murah, 5 menit Kampus YKPN Seturan",Rp 1.162.800.000,Apartemen,58,49,2,1,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.","Jl. Raya Solo - Yogyakarta, Janti, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta",https://www.olx.co.id/item/bisa-cicil-36x-apartemen-jogja-dijual-3-menit-kampus-atma-jaya-iid-864334809
Premium Apartemen Jogja,Rp 1.050.000.000,Apartemen,58,49,2,1,3,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.","Jl. Tambak Bayan Jl. Babarsari, Tambak Bayan, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta",https://www.olx.co.id/item/dp-30-langsung-disewakan-apartemen-di-jogja-ocupansi-tinggi-iid-865272958
"Siap Huni, 10 Menit Kampus UGM, Green Park Jogja",Rp 550.000.000,Apartemen,29,24,1,1,5,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.","Jl. Baladewa Jl. Babarsari, Tambak Bayan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta",https://www.olx.co.id/item/full-furnish-dekat-kampus-atma-jaya-apartemen-jogja-dekat-ugm-iid-866686768
"Bisa Cicil 36x, Apartemen Jogja Dijual, 3 Menit Kampus Atma Jaya",Rp 980.000.000,Apartemen,58,49,2,1,5,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.","Jl. Babarsari, Tambak Bayan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta",https://www.olx.co.id/item/bisa-cicil-36x-apartemen-jogja-murah-5-menit-kampus-ykpn-seturan-iid-866925937
Apartemen jogja greenpark,Rp 500.000.000,Apartemen,29,22,1,1,6,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.","Jl. Raya Solo - Yogyakarta, Janti, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta",https://www.olx.co.id/item/siap-huni-atau-disewakan-9-menit-ambarukmo-plaza-green-park-jogja-iid-866995549
Tanpa Bunga Cicilan 60x Patraland Amarta Apartemen Siap Huni Premium,Rp 1.050.000.000,Apartemen,78,66,2,1,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.","Jl. Laksda Adisucipto, Janti, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta",https://www.olx.co.id/item/jual-apartemen-2-kamar-jogja-lokasi-premium-spesial-dp-30-iid-867019891
"Kost kos Eksklusif dekat Kampus UGM,Gejayan,UNY,Seturan,Hartono Mall",Rp 5.980.000.000,Rumah,386,766,&gt;10,&gt;10,2,SHM - Sertifikat Hak Milik,"Gondokusuman, Yogyakarta Kota, Yogyakarta D.I.","Ngaglik, Sleman, Jogja (Tlp/WA -082137523862 -087739020909)",https://www.olx.co.id/item/kost-furnished-dekat-ugm-uny-iid-867259336
Yudhistira Mataramcity dijual,Rp 600.003.001,Apartemen,29,24,1,1,6,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.","Jl. Baladewa Jl. Babarsari, Tambak Bayan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta",https://www.olx.co.id/item/siap-huni-10-menit-kampus-ugm-green-park-jogja-iid-867218283
"Rumah Dekat UGM, MMTC, UTY",Rp 4.600.000.000,Rumah,527,805,&gt;10,&gt;10,3,SHM - Sertifikat Hak Milik,"Gondokusuman, Yogyakarta Kota, Yogyakarta D.I.","Ngaglik, Sleman, Jogja (Tlp/WA -082137523862 -087739020909)",https://www.olx.co.id/item/kost-dekat-sch-ugm-uty-iid-867259203
Kost Mewah Dekat UII,Rp 4.000.000.000,Rumah,312,503,&gt;10,&gt;10,2,,"Gondokusuman, Yogyakarta Kota, Yogyakarta D.I.","Ngaglik, Sleman, Jogja (Tlp/WA -082137523862 -087739020909)",https://www.olx.co.id/item/kost-mewah-jogjadekat-uii-iid-867258884
"Kost Dekat AMPLAZ, UGM",Rp 9.500.000.000,Rumah,687,603,&gt;10,&gt;10,2,SHM - Sertifikat Hak Milik,"Gondokusuman, Yogyakarta Kota, Yogyakarta D.I.","Depok, Sleman, Jogja (Tlp/WA -082137523862 -087739020909)",https://www.olx.co.id/item/kost-dekat-uin-ugm-amplaz-iid-867258755
"Kost Exclusive di Condongcatur dekat Hartono Mall &amp; Kampus UPN , UGM",Rp 6.500.000.000,Rumah,609,1003,&gt;10,&gt;10,2,SHM - Sertifikat Hak Milik,"Gondokusuman, Yogyakarta Kota, Yogyakarta D.I.","Depok, Sleman, Jogja (Tlp/WA -082137523862 -087739020909)",https://www.olx.co.id/item/kost-dekat-upn-ugm-fe-uii-iid-867258642
TURUN HARGA Dijual rumah 1 lantai diarea premium Demangan Baru,Rp 4.900.000.000,Rumah,275,180,3,2,1,HGB - Hak Guna Bangun,"Depok, Sleman Kab., Yogyakarta D.I.","Demangan Baru, Depok, Sleman",https://www.olx.co.id/item/rumah-strategis-di-demangan-baru-dekat-amplaz-iid-852034668
JUAL Cepat  Kost + Rumah jl.kaliurang  strategis dekat  kampus UII,Rp 2.100.000.000,Rumah,203,377,&gt;10,10,2,SHM - Sertifikat Hak Milik,"Gondokusuman, Yogyakarta Kota, Yogyakarta D.I.","Ngaglik, Sleman, Jogja (Tlp/WA -082137523862 -087739020909)",https://www.olx.co.id/item/kost-dekat-uii-jlkaliurang-iid-867258434
"Kost Dekat UTY, JCM, SCH",Rp 2.400.000.000,Rumah,137,194,9,&gt;10,2,HGB - Hak Guna Bangun,"Gondokusuman, Yogyakarta Kota, Yogyakarta D.I.","Gamping, Sleman, Jogja (Tlp/WA -082137523862 -087739020909)",https://www.olx.co.id/item/kost-dekat-ugm-jcm-sch-iid-867258270
Perumahan Casa Illona Sedayu Dekat UMY,Rp 850.000.000,Rumah,72,77,2,2,2,SHM - Sertifikat Hak Milik,"Wirobrajan, Yogyakarta Kota, Yogyakarta D.I.","Casa Illona Sedayu Jln. Wates Km. 9.5, Plawonan, Sedayu",https://www.olx.co.id/item/perumahan-casa-illona-sedayu-dekat-jalan-wates-dan-umy-jogja-iid-867257993
"Rumah Dekat UGM, UII",Rp 20.000.000.000,Rumah,923,996,7,7,2,SHM - Sertifikat Hak Milik,"Gondokusuman, Yogyakarta Kota, Yogyakarta D.I.","Ngaglik, Sleman, Yogyakarta (Tlp/WA -082137523862 -087739020909)",https://www.olx.co.id/item/rumah-dekat-uii-ugm-iid-867257793
Rumah Jombor Bale Mulia Residence,Rp 9.500.000.000,Rumah,527,504,5,4,2,SHM - Sertifikat Hak Milik,"Gondokusuman, Yogyakarta Kota, Yogyakarta D.I.","Mlati, Sleman, Yogyakarta (Tlp/WA -082137523862 -087739020909)",https://www.olx.co.id/item/rumah-jombor-dekat-uty-ugm-iid-867257632
Pendapa Gebyok omah jadoel,Rp 45.000.000,Rumah,115,100,3,2,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",Jalan Candi Gebang,https://www.olx.co.id/item/kontrakkan-rumah-dalam-perumahan-di-utara-upn-amikom-condongcatur-iid-867257620
"Rumah Dekat UGM, UTY, JCM",Rp 15.000.000.000,Rumah,767,1003,8,6,2,HGB - Hak Guna Bangun,"Gondokusuman, Yogyakarta Kota, Yogyakarta D.I.","Mlati, Sleman, Yogyakarta (Tlp/WA -082137523862 -087739020909)",https://www.olx.co.id/item/rumah-dekat-ugm-mmtc-jcm-iid-867257525
"Rumah Dekat UAD, UST, JEC",Rp 6.570.000.000,Rumah,657,406,8,4,1,SHM - Sertifikat Hak Milik,"Gondokusuman, Yogyakarta Kota, Yogyakarta D.I.","Umbulharjo, Kota Jogja, Yogyakarta (Tlp/WA -082137523862 -087739020909)",https://www.olx.co.id/item/rumah-dekat-ust-jec-uad-iid-867257276
Rumah Mewah dlm perumahan elite Bale Hinggil dekat UGM bonus Furnished,Rp 8.500.000.000,Rumah,398,444,7,6,2,SHM - Sertifikat Hak Milik,"Gondokusuman, Yogyakarta Kota, Yogyakarta D.I.","Ngaglik, Sleman, Yogyakarta (Tlp/WA -082137523862 -087739020909)",https://www.olx.co.id/item/rumah-bale-hinggil-jogja-iid-867257153
Rumah dlm perum elit dlm ringroad di jalan parangtritis,Rp 1.600.000.000,Rumah,135,95,3,2,2,SHM - Sertifikat Hak Milik,"Wirobrajan, Yogyakarta Kota, Yogyakarta D.I.",Jalimbar Residence,https://www.olx.co.id/item/rumah-mewah-2-lantai-dlm-perum-elit-selatan-kampus-uad-ringroad-iid-859963156
Rumah baru bangunan 2 lantai full furnished di Tamansiswa,Rp 1.300.000.000,Rumah,189,220,5,4,2,,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I.","Jalan Golo , Umbulharjo",https://www.olx.co.id/item/rumah-2-lantai-timur-tamansiswa-kodya-iid-859966874
Rumah CANTIK MINIMALIS MODERN di Pleret Banguntapan Bantul,Rp 525.000.000,Rumah,70,36,2,1,0,SHM - Sertifikat Hak Milik,"Kotagede, Yogyakarta Kota, Yogyakarta D.I.","Arkatama Residence Banguntapan No.1 Desa Jambidan, Banguntapan Bantul",https://www.olx.co.id/item/perumahan-cantik-banguntapan-dekat-dm-swalayan-jl-pleret-kotagede-iid-867256947
Perumahan Ekslusif 800 jtan Jakal Adyatama Residence UII UGM Jogja,Rp 809.000.000,Rumah,120,50,2,1,1,SHM - Sertifikat Hak Milik,"Kraton, Yogyakarta Kota, Yogyakarta D.I.","Gg. Sadewa, Yopah, Sukoharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",https://www.olx.co.id/item/perumahan-elite-strategis-jakal-uii-terpadu-800jtan-ugm-jogja-iid-867256698
Rumah mewah di tajem uii  budi mulia usd upn lotemart hartono umby(ang,Rp 8.000.000.000,Rumah,897,714,8,5,2,SHM - Sertifikat Hak Milik,"Gondokusuman, Yogyakarta Kota, Yogyakarta D.I.","Depok, Sleman, Yogyakarta (Tlp/WA -082137523862 -087739020909)",https://www.olx.co.id/item/rumah-maguwo-dekat-upn-umby-iid-867256686
Rumah mewah lingkungan dekat kampus dan pusat perbelanjaan maguwoharjo,Rp 1.700.000.000,Rumah,166,150,5,6,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",Nayan maguwoharjo depok sleman yogyakarta,https://www.olx.co.id/item/jual-rumah-di-maguwoharjo-sleman-iid-843880838
Rumah 2 lantai luas utara jogjabay maguwo,Rp 1.175.000.000,Rumah,171,150,4,3,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",Maguwoharjo,https://www.olx.co.id/item/rumah-hook-utara-jogjabay-maguwoharjo-iid-867253693
Hunian Murah Mungil yogya,Rp 170.000.000,Rumah,210,150,3,1,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",Blambangan widodomartani ngemplak sleman,https://www.olx.co.id/item/dijual-rumah-ditengah-kampung-iid-867253152
Rumah di jual di golo dekat tamansiswa Kraton malioboro kodya,Rp 790.000.000,Rumah,108,90,3,1,1,SHM - Sertifikat Hak Milik,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I.",Golo umbulharjo yogyakarta,https://www.olx.co.id/item/jual-rumah-di-golo-jogja-iid-852035040
Rumah 2 Lantai Dlm Ringroad Di Kotagede,Rp 1.100.000.000,Rumah,200,200,3,3,SHM - Sertifikat Hak Milik,SHM - Sertifikat Hak Milik,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I.","Pringgoyalan , kotagede banguntapan bantul",https://www.olx.co.id/item/rumah-2-lantai-dlm-ringroad-di-kotagede-iid-867252579
KOS EXCLUSIVE 12 KAMAR TIDUR DI DEKAT UPN SETURAN,Rp 3.000.000.000,Rumah,238,202,&gt;10,&gt;10,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",Seturan Yogyakarta,https://www.olx.co.id/item/kost-exclusive-seturan-iid-858159787
PREMIUM TANAH BONUS BANGUNAN DALAM BETENG KRATON JOGJA DEKAT MALIOBORO,Rp 3.850.000.000,Rumah,158,140,6,2,,SHM - Sertifikat Hak Milik,"Gedong Tengen, Yogyakarta Kota, Yogyakarta D.I.","Jl. Jlagran. Gedong Tengen, Yogyakarta (belakang Stasiun Tugu)",https://www.olx.co.id/item/tanah-dan-bangunan-dekat-malioboro-iid-858115267
"Jual Ruko Di Jogja, Maguwoharjo, dekat Ring Road Maguwo, Jogja Bay",Rp 1.500.000.000,Rumah,371,249,4,3,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.","Santan, Maguwoharjo, Depok, Sleman",https://www.olx.co.id/item/rumah-2-lantai-tanah-luas-di-santan-maguwo-iid-858178192
Strategis! Dijual rumah siap huni di dekat UGM &amp; Ambarukmo plaza Jogja,Rp 1.200.000.000,Rumah,300,180,6,2,1,SHM - Sertifikat Hak Milik,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I.",Umbulharjo Yogyakarta WA : 081 232 524 676,https://www.olx.co.id/item/rumah-jogja-lokasi-strategis-lingkungan-nasionalis-di-kota-yogyakarta-iid-867252395
"Dijual Cepat Dalam Komplek Perumahan elit Pogung baru,selangkah ke UGM",Rp 3.900.000.000,Rumah,333,200,5,4,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",Jalan kaliurang km 5 pogung baru,https://www.olx.co.id/item/rumah-murah-di-pogung-baru-selangkah-ke-ugm-iid-860025635
Rumah 2 lantai baru bangunan bagus,Rp 2.600.000.000,Rumah,200,160,4,2,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",Jalan palagan km 7,https://www.olx.co.id/item/rumah-bagus-2-lantai-di-dalam-perumahan-jalan-palagan-km-7-iid-843840164
Rumah cantik dan mewah 2antai purwomartani lingkugan perumahan,Rp 2.500.000.000,Rumah,150,260,4,4,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",Purwomartani Kalasan Sleman,https://www.olx.co.id/item/rumah-mewah-bangunan-baru-full-furnished-bromonilan-purwomartani-iid-802351297
Rumah dijual di prawirotaman dekat kraton dan malioboro,Rp 1.700.000.000,Rumah,150,200,5,4,2,SHM - Sertifikat Hak Milik,"Mergangsan, Yogyakarta Kota, Yogyakarta D.I.",Sty bud -Telp 081 229 797 000,https://www.olx.co.id/item/rumah-bangunan-baru-dalam-kota-dekat-prawirotaman-selatan-malioboro-iid-859955231
RUMAH VILLA JOGLO ETNIK MODERN DALAM KAWASAN WISATA STRATEGIS JOGJA,Rp 395.000.000,Rumah,101,60,3,2,1,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I.",Kawasan wisata strategis Prambanan,https://www.olx.co.id/item/terlaris-villa-joglo-etnik-jawa-klasik-modern-dlm-perum-iid-867250524
"TERMURAH, RUMAH MILLENIAL SHM 25 MNIT KE AMPLAZ",Rp 168.000.079,Rumah,61,36,2,1,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",Prambanan city kota candi,https://www.olx.co.id/item/terlaris-rumah-murah-bisa-kpr-25-menit-ke-amplaz-iid-867250450
Hunian Berkelas Paling Laris - Dekat Kampus UII,Rp 173.000.090,Rumah,39,39,1,1,1,HGB - Hak Guna Bangun,"Kraton, Yogyakarta Kota, Yogyakarta D.I.",Jln kaliurang Kilometer 11 - ngaglik Slm Jogja,https://www.olx.co.id/item/hunian-terlaris-terjangkau-fasilitas-berkelas-dekat-uii-iid-859526457
Hunian Nyaman - Desain Kekinian - Fasilitas Komplit,Rp 173.000.062,Rumah,45,39,1,1,1,HGB - Hak Guna Bangun,"Gedong Tengen, Yogyakarta Kota, Yogyakarta D.I.",Jakal kilometer 11 - Ngaglik Slm Yk,https://www.olx.co.id/item/tempat-tinggal-ekonomis-fasilitas-komplit-jakal-km-11-iid-858846995
For sale rumah baru di maguwoharjo dekat lotte mart,Rp 850.000.000,Rumah,187,116,3,3,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",Maguwoharjo Depok Sleman,https://www.olx.co.id/item/for-sale-rumah-2-lantai-di-maguwoharjo-depok-sleman-iid-859993516
Rumah siap huni lingkungan strategis dalam perum tajem maguwoharjo,Rp 875.000.000,Rumah,142,70,2,1,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",Akmal Ifradi Telp/WA : 0896-77999-123,https://www.olx.co.id/item/rumah-dalam-perum-dekat-budi-mulia-tajem-maguwoharjo-bpy12-iid-860013127
"Siap Huni BARU 875 Juta di Tajem Maguwoharjo, Legalitas Aman",Rp 875.000.000,Rumah,187,116,3,3,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",Maguwoharjo,https://www.olx.co.id/item/rumah-murah-2-lantai-di-maguwoharjo-siap-huni-legalitas-terjamin-iid-859953404
Jual kost eksklusif di Maguwoharjo Depok Sleman Yogya,Rp 3.000.000.000,,212,500,&gt;10,&gt;10,0,,"Depok, Sleman Kab., Yogyakarta D.I.",,https://www.olx.co.id/item/di-jual-guest-kost-exvlusive-maguwoharjo-iid-867246728
"Dijual Bonus Furniture, Rumah Murah Area Premium  CondongCatur",Rp 2.200.000.000,,260,400,5,3,0,,"Depok, Sleman Kab., Yogyakarta D.I.",,https://www.olx.co.id/item/rumah-murah-condongcatur-sleman-iid-867246405
Dijual rumah murah dlm perum Condongcatur bonus parkir,Rp 700.000.000,Rumah,84,75,3,1,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",Dalam Perum Area Condongcatur Depok Sleman jogja,https://www.olx.co.id/item/termurah-rumah-cantik-dalam-perum-area-condongcatur-depok-sleman-iid-867246214
